,Airline Name,Overall_Rating,Review_Title,cleaned_review_words
894,Air Astana,9,"""staff is very nice and friendly""",plans
895,Air Astana,1,"""crew was attentive""",food
896,Air Astana,1,"""The catering is perfect""",good
897,Air Astana,3,"""refuse to bring my hand luggage""",filling
898,Air Astana,3,"""tv screen did not work""",flew
899,Air Astana,1,"""I expect good service""",cheap
900,Air Astana,1,"""I wanted to get a refund""",costs
901,Air Astana,1,"""Very good experience""",cabin
902,Air Astana,1,"""service and food were excellent""",attendants
903,Air Astana,1,"""Service was exceptional""",polite
904,Air Astana,8,"""Cabin crew were effective""",welcoming
905,Air Astana,5,"""good service and great tasting food""",customers
906,Air Astana,1,"""amazing service""",ultra
907,Air Astana,1,"""recommended? Of course not""",attentive
908,Air Astana,9,"""very good representatives for the airline""",wonderful
909,Air Astana,1,"""a very pleasant event""",cheap
910,Air Astana,9,"""All very easy and positive""
",bad
911,Air Astana,5,"""they let me down real bad""",hard
912,Air Astana,9,"""staff is extremely helpful""",incredibly
913,Air Astana,7,"""Cabin crew was welcoming""",low
914,Air Astana,1,"""a very good experience""",economical
915,Air Astana,1,"""food was good, service excellent""",premium
916,Air Astana,3,"""Never flying them if I can avoid it""",food
917,Air Astana,9,"""will fly Air Astana again""",excellent
918,Air Astana,1,"""extremely comfortable beds""",ticket
919,Air Astana,1,"""nice crew and very good service""",costs
920,Air Astana,1,"""flight attendants are very nice""",represented
921,Air Astana,1,"""certainly fly again with them""",basic
922,Air Astana,1,"""very good quality of services""",best
923,Air Astana,1,"""highly recommend Air Astana""",market
924,Air Astana,1,"""exceeded my expectations""",straightforward
4575,Asiana Airlines,1,Asiana Airlines customer review,
4576,Asiana Airlines,4,"""reassess their baggage policy""",
4577,Asiana Airlines,1,"""Excellent customer service""",
4578,Asiana Airlines,8,"""Food onboard was excellent""",
4579,Asiana Airlines,1,"""outstanding service""",
4580,Asiana Airlines,1,"""Crew was very friendly""",
4581,Asiana Airlines,1,"""In Flight Service was exceptional""",
4582,Asiana Airlines,1,"""the best experience""",
4583,Asiana Airlines,7,"""her feet were on my side moving""",
4584,Asiana Airlines,4,"""crew was the real positive""",
4585,Asiana Airlines,1,"""no excuse for not handling my requests""",
4586,Asiana Airlines,6,"""Staff good""",
4587,Asiana Airlines,7,"""Asiana has changed""",
4588,Asiana Airlines,3,"""They forgot to serve my bread""",
4589,Asiana Airlines,1,"""left with no baggage for five days""",
4590,Asiana Airlines,1,"""The service was great""",
4591,Asiana Airlines,9,"""had very nice crews""",
4592,Asiana Airlines,1,"""I was quite happy with this airline""",
4593,Asiana Airlines,7,"""not really interacting with passengers""",
4594,Asiana Airlines,1,"""did not delay the flight 10-15 minutes""",
4595,Asiana Airlines,1,"""not very helpful when putting luggage""",
4596,Asiana Airlines,1,"""Asiana refund finally clears""",
4597,Asiana Airlines,4,"""cabin staff service really good""",
4598,Asiana Airlines,9,"""incredibly kind and helpful""",
4599,Asiana Airlines,1,"""flight had been canceled""",
4600,Asiana Airlines,1,"""denying my request for a refund""",
4601,Asiana Airlines,5,"""attentive flight attendants""",
4602,Asiana Airlines,9,"""Asiana have got their mojo back""",
4603,Asiana Airlines,9,"""Cabin Service good""",
4604,Asiana Airlines,9,"""very surprised by this airline""",
4605,Asiana Airlines,7,"""did not load my luggage""",
4606,Asiana Airlines,9,"""very helpful and friendly staff""",
4607,Asiana Airlines,1,"""the staff are kind""",
4608,Asiana Airlines,3,"""seat was smaller than I expected""",
4609,Asiana Airlines,1,"""screw very kind and helpful""",
4610,Asiana Airlines,6,"""good amount of space""",
4611,Asiana Airlines,5,"""just a little TV scree""",
4612,Asiana Airlines,1,"""checked my baggage through""",
4613,Asiana Airlines,1,"""Extremely professional staff""",
4614,Asiana Airlines,5,"""several kgs overweight.""",
4615,Asiana Airlines,1,"""impossible to find fault""",
4616,Asiana Airlines,9,"""Flight was almost impeccable""",
4617,Asiana Airlines,1,"""Asiana is great""",
4618,Asiana Airlines,1,"""Excellent attentive service""",
4619,Asiana Airlines,8,"""the service is really good""",
4620,Asiana Airlines,3,"""no way to request bulkhead seat",
4621,Asiana Airlines,1,"""deserves to be rated 5-Star""",
4622,Asiana Airlines,1,"""professional and spotless""",
4623,Asiana Airlines,1,"""I will always support this carrier""",
4624,Asiana Airlines,7,"""flight crew are efficient""",
4625,Asiana Airlines,1,"""not given priority to board first""",
4626,Asiana Airlines,7,"""Very nice but not assertive""",
4627,Asiana Airlines,7,"""only offered one glass of wine""",
4628,Asiana Airlines,1,"""such an amazing experience""",
4629,Asiana Airlines,9,"""Great experience from start to finish""",
4630,Asiana Airlines,7,"""Quite attentive service""",
4631,Asiana Airlines,2,"""staff says seats are for sale""",
4632,Asiana Airlines,8,"""Seats reasonably comfortable""",
4633,Asiana Airlines,1,"""quite happy with my flight""",
4634,Asiana Airlines,1,"""friendly and courteous""",
4635,Asiana Airlines,1,"""politeness and hospitality""",
4636,Asiana Airlines,1,"""Very friendly, experienced crew""",
4637,Asiana Airlines,8,"""I was impressed with Asiana""",
4638,Asiana Airlines,3,"""meal service was very slow""",
4639,Asiana Airlines,4,"""horrible shell seat""",
4640,Asiana Airlines,3,"""most uncomfortable""",
4641,Asiana Airlines,8,"""definitely fly again with them""",
4642,Asiana Airlines,1,"""Best flight of my life""",
4643,Asiana Airlines,6,"""Uneventful comfortable flights""",
4644,Asiana Airlines,8,"""I expected a larger pillow""",
4645,Asiana Airlines,9,"""overall experience is pleasant""",
4646,Asiana Airlines,9,"""certainly fly Asiana again""",
4647,Asiana Airlines,7,"""Comfortable cabin and seat""",
4648,Asiana Airlines,2,"""worst business class trip""",
4649,Asiana Airlines,8,"""boarding was chaotic""",
4650,Asiana Airlines,8,"""the staff were exemplary""",
4651,Asiana Airlines,7,"""staff were superb""",
4652,Asiana Airlines,1,"""Comfortable flights""",
4653,Asiana Airlines,1,"""will be my first choice""",
4654,Asiana Airlines,5,"""I won't bother again""",
4655,Asiana Airlines,1,"""turned into a 36 hour ordeal""",
4656,Asiana Airlines,9,"""friendly and very efficient""",
4657,Asiana Airlines,1,"""Staff were more interested in chatting""",
4658,Asiana Airlines,4,"""Korean Air fared far better""",
4659,Asiana Airlines,1,"""cabin crew were amazing""",
4660,Asiana Airlines,6,"""a recommendable airline""",
4661,Asiana Airlines,1,"""impressed by the service""",
4662,Asiana Airlines,5,"""Service was so-so""
",
4663,Asiana Airlines,7,"""Seats were okay""",
4664,Asiana Airlines,1,"""professionalism displayed""",
4665,Asiana Airlines,9,"""be very happy to fly them again""",
4666,Asiana Airlines,2,"""only saving grace was the food""",
4667,Asiana Airlines,9,"""great service and inflight food""",
4668,Asiana Airlines,9,"""would fly Asiana again""",
4669,Asiana Airlines,3,"""selection of movies meagre""",
4670,Asiana Airlines,9,"""Service was friendly and efficient""",
4671,Asiana Airlines,9,"""beyond my expectation""",
4672,Asiana Airlines,8,"""inflight service was decent""",
4673,Asiana Airlines,8,"""Overall experience is good""",
4674,Asiana Airlines,5,"""service was average""",
13273,LAN Airlines,1,"""so unprofessional""",
13274,LAN Airlines,1,"""seats were very comfortable""",
13275,LAN Airlines,6,"""lower quality than other airlines""",
13276,LAN Airlines,7,"""seats are too narrow""",
13277,LAN Airlines,9,"""excellent service throughout""",
13278,LAN Airlines,7," ""plane a little bit dated""",
13279,LAN Airlines,6,"""it was disappointing""",
13280,LAN Airlines,1,"""flight had been cancelled""",
13281,LAN Airlines,1,"""the service was fantastic""",
13282,LAN Airlines,9,"""loved the cabin interior""",
13283,LAN Airlines,9,"""crew friendly and attentive""",
13284,LAN Airlines,9,"""all filled my expectations""",
13285,LAN Airlines,2,"""comfort of seats is very poor""",
13286,LAN Airlines,1,"""they did not disappoint""",
13287,LAN Airlines,2,"""stranded with little help""",
13288,LAN Airlines,3,"""will get a very old aircraft""",
13289,LAN Airlines,1,"""avoid them if you can""",
13290,LAN Airlines,6,"""overall pleasant experience""",
13291,LAN Airlines,8,"""friendly crew""",
13292,LAN Airlines,1,"""no better choice""",
13293,LAN Airlines,1,"""attentive and friendly staff""",
13294,LAN Airlines,1,"""flight had been cancelled""",
13295,LAN Airlines,3,"""hellish seat standards""",
13296,LAN Airlines,1,"""flight was cancelled""",
13297,LAN Airlines,8,"""crew extremely friendly""",
13298,LAN Airlines,7,"""good legroom and comfortable""",
13299,LAN Airlines,8,"""onboard team professional""",
13300,LAN Airlines,1,"""deliberate, extreme rudeness""",
13301,LAN Airlines,8,"""fly with LAN again""",
13302,LAN Airlines,1,"""never fly LAN again""",
13303,LAN Airlines,1,"""families are regularly split up""",
13304,LAN Airlines,1,"""I was bumped and leant on""",
13305,LAN Airlines,1,"""the reward downgrade for us""",
13306,LAN Airlines,4,"""we wanted to buy better seats""",
13307,LAN Airlines,6,"""aircraft was clean""",
13308,LAN Airlines,1,"""taking care of all requests""",
13309,LAN Airlines,7,"""they are too variable""",
13310,LAN Airlines,2,"""would not use again""",
13311,LAN Airlines,8,"""excellent cabin staff""",
13312,LAN Airlines,2,"""airline is run by muppets""",
13313,LAN Airlines,1,"""never fly this airline again""",
13314,LAN Airlines,5,"""a severe problem communicating""",
13315,LAN Airlines,2,"""lie to customers""",
13316,LAN Airlines,7,"""a good experience""",
13317,LAN Airlines,9,"""wonderful long haul experience""",
13318,LAN Airlines,1,"""worst airline to deal with""",
13319,LAN Airlines,1,LAN Airlines customer review,
13320,LAN Airlines,1,"""excuse of an airline""",
13321,LAN Airlines,1,"""extraordinary, total incompetence""",
13322,LAN Airlines,5,"""need to improve customer service""",
13323,LAN Airlines,4,"""plane dirty from previous flight""",
13324,LAN Airlines,8,LAN Airlines customer review,
13325,LAN Airlines,3,"""ground staff extraordinarily incompetent""",
13326,LAN Airlines,3,"""plane is a torture chamber""",
13327,LAN Airlines,1,LAN Airlines customer review,
13328,LAN Airlines,3,LAN Airlines customer review,
13329,LAN Airlines,7,LAN Airlines customer review,
13330,LAN Airlines,7,LAN Airlines customer review,
13331,LAN Airlines,5,LAN Airlines customer review,
13332,LAN Airlines,8,LAN Airlines customer review,
13333,LAN Airlines,1,LAN Airlines customer review,
13334,LAN Airlines,1,LAN Airlines customer review,
13335,LAN Airlines,1,LAN Airlines customer review,
13336,LAN Airlines,4,LAN Airlines customer review,
13337,LAN Airlines,4,LAN Airlines customer review,
13338,LAN Airlines,2,LAN Airlines customer review,
13339,LAN Airlines,10,LAN Airlines customer review,
13340,LAN Airlines,1,LAN Airlines customer review,
13341,LAN Airlines,9,LAN Airlines customer review,
13342,LAN Airlines,1,LAN Airlines customer review,
13343,LAN Airlines,9,LAN Airlines customer review,
13344,LAN Airlines,3,LAN Airlines customer review,
13345,LAN Airlines,1,LAN Airlines customer review,
13346,LAN Airlines,8,LAN Airlines customer review,
13347,LAN Airlines,5,LAN Airlines customer review,
13348,LAN Airlines,2,LAN Airlines customer review,
13349,LAN Airlines,2,LAN Airlines customer review,
13350,LAN Airlines,1,LAN Airlines customer review,
13351,LAN Airlines,1,LAN Airlines customer review,
13352,LAN Airlines,5,LAN Airlines customer review,
13353,LAN Airlines,1,LAN Airlines customer review,
13354,LAN Airlines,7,LAN Airlines customer review,
13355,LAN Airlines,1,LAN Airlines customer review,
13356,LAN Airlines,8,LAN Airlines customer review,
13357,LAN Airlines,7,LAN Airlines customer review,
13358,LAN Airlines,1,LAN Airlines customer review,
13359,LAN Airlines,8,LAN Airlines customer review,
13360,LAN Airlines,2,LAN Airlines customer review,
13361,LAN Airlines,1,LAN Airlines customer review,
13362,LAN Airlines,8,LAN Airlines customer review,
13363,LAN Airlines,10,LAN Airlines customer review,
13364,LAN Airlines,7,LAN Airlines customer review,
13365,LAN Airlines,7,LAN Airlines customer review,
13366,LAN Airlines,8,LAN Airlines customer review,
13367,LAN Airlines,8,LAN Airlines customer review,
13368,LAN Airlines,9,LAN Airlines customer review,
13369,LAN Airlines,8,LAN Airlines customer review,
13370,LAN Airlines,8,LAN Airlines customer review,
13371,LAN Airlines,9,LAN Airlines customer review,
13372,LAN Airlines,6,LAN Airlines customer review,
13423,Lao Airlines,1,"""I haven't received a refund""",
13424,Lao Airlines,9,"""airline was above expectations""",
13425,Lao Airlines,1,"""Would recommend and will fly again""",
13426,Lao Airlines,1,"""Will definitely use again""",
13427,Lao Airlines,8,"""plenty of leg room""",
13428,Lao Airlines,5,"""no space at all""",
13429,Lao Airlines,1,"""had to cancel my entire trip""",
13430,Lao Airlines,9,"""smiles, professionalism and efficiency""",
13431,Lao Airlines,1,"""that is cancelled too""",
13432,Lao Airlines,9,"""everything you could expect""",
13433,Lao Airlines,9,"""staff friendly and courteous""",
13434,Lao Airlines,7,"""cabin was very clean""",
13435,Lao Airlines,7,"""The crew were kindly""",
13436,Lao Airlines,8,"""Very nice little airline""",
13437,Lao Airlines,7,"""service onboard friendly""",
13438,Lao Airlines,7,"""friendly and efficient""",
13439,Lao Airlines,9,"""service is pleasant and professional""",
13440,Lao Airlines,8,"""good experience with Lao Airlines""",
13441,Lao Airlines,3,"""I won't recommend at all""",
13442,Lao Airlines,9,"""very pleasantly surprised""",
13443,Lao Airlines,7,"""very nice little airline""",
13444,Lao Airlines,6,"""cabin crews were cheerful""",
13445,Lao Airlines,7,"""seat was comfortable""",
13446,Lao Airlines,7,"""very friendly and efficient""",
13447,Lao Airlines,8,"""seats were comfortable""",
13448,Lao Airlines,5,"""try not to take this airline""",
13449,Lao Airlines,1,"""plane was quite new, comfortable seat""",
13450,Lao Airlines,1,"""I definitely recommend them""",
13451,Lao Airlines,1,"""lovely cabin crew""",
13452,Lao Airlines,8,Lao Skyway customer review,
13453,Lao Airlines,1,Lao Skyway customer review,
13454,Lao Airlines,7,Lao Skyway customer review,
13455,Lao Airlines,1,Lao Skyway customer review,
13456,Lao Airlines,1,Lao Skyway customer review,
13457,Lao Airlines,7,Lao Skyway customer review,
13458,Lao Airlines,1,Lao Skyway customer review,
13459,Lao Airlines,1,Lao Skyway customer review,
13460,Lao Airlines,1,Lao Skyway customer review,
13461,Lao Airlines,9,Lao Skyway customer review,
13462,Lao Airlines,1,Lao Skyway customer review,
13463,Lao Airlines,1,Lao Skyway customer review,
13464,Lao Airlines,8,Lao Skyway customer review,
13465,Lao Airlines,9,Lao Skyway customer review,
13466,Lao Airlines,1,Lao Skyway customer review,
13467,Lao Airlines,4,Lao Skyway customer review,
13468,Lao Airlines,1,Lao Skyway customer review,
13469,Lao Airlines,8,Lao Skyway customer review,
13470,Lao Airlines,8,Lao Skyway customer review,
13471,Lao Airlines,9,Lao Skyway customer review,
13472,Lao Airlines,1,Lao Skyway customer review,
13473,Lao Airlines,8,Lao Skyway customer review,
13474,Lao Airlines,8,Lao Skyway customer review,
13475,Lao Airlines,9,Lao Skyway customer review,
13476,Lao Airlines,9,Lao Skyway customer review,
13477,Lao Airlines,7,Lao Skyway customer review,
13478,Lao Airlines,9,Lao Skyway customer review,
13479,Lao Airlines,4,Lao Skyway customer review,
13480,Lao Airlines,8,Lao Skyway customer review,
13481,Lao Airlines,8,Lao Skyway customer review,
13482,Lao Airlines,9,Lao Skyway customer review,
13483,Lao Airlines,1,Lao Skyway customer review,
13484,Lao Airlines,9,Lao Skyway customer review,
13485,Lao Airlines,9,Lao Skyway customer review,
13486,Lao Airlines,9,Lao Skyway customer review,
13487,Lao Airlines,9,Lao Skyway customer review,
13488,Lao Airlines,8,Lao Skyway customer review,
13489,Lao Airlines,5,Lao Skyway customer review,
13490,Lao Airlines,9,Lao Skyway customer review,
13491,Lao Airlines,6,Lao Skyway customer review,
13492,Lao Airlines,8,Lao Skyway customer review,
13493,Lao Airlines,7,Lao Skyway customer review,
13494,Lao Airlines,4,Lao Skyway customer review,
16957,Royal Brunei Airlines,7,"""a good value option""",
16958,Royal Brunei Airlines,9,"""Good flight overall""",
16959,Royal Brunei Airlines,9,"""Chaotic boarding at Brunei airport""",
16960,Royal Brunei Airlines,9,"""Great flight from start to finish""",
16961,Royal Brunei Airlines,7,"""Unpleasant check-in experience""",
16962,Royal Brunei Airlines,9,"""Good on-board service""",
16963,Royal Brunei Airlines,9,"""a decent experience""",
16964,Royal Brunei Airlines,2,"""This lot make Ryanair seem comfortable""",
16965,Royal Brunei Airlines,3,"""lack of customer service""",
16966,Royal Brunei Airlines,3,"""screen had a fingerprint""",
16967,Royal Brunei Airlines,2,"""no empathy or service assistance""",
16968,Royal Brunei Airlines,1,"""flight has been cancelled""",
16969,Royal Brunei Airlines,2,"""changed to a small aircraft""",
16970,Royal Brunei Airlines,5,"""substandard Business Class Service""",
16971,Royal Brunei Airlines,1,"""never fly with them again""",
16972,Royal Brunei Airlines,3,"""airline did not apologise""",
16973,Royal Brunei Airlines,4,"""but you dont have to yell""",
16974,Royal Brunei Airlines,1,"""I was disappointed""",
16975,Royal Brunei Airlines,9,"""definitely recommend Royal Brunei""",
16976,Royal Brunei Airlines,1,"""airline was closed over the weekend""",
16977,Royal Brunei Airlines,1,"""cabin crew very professional""",
16978,Royal Brunei Airlines,5,"""demanded bag be placed in the locker""",
16979,Royal Brunei Airlines,8,"""lacking in cabin crew services""",
16980,Royal Brunei Airlines,2,"""IFE not working""",
16981,Royal Brunei Airlines,8,"""I had a great experience""",
16982,Royal Brunei Airlines,9,"""very happy with the service""",
16983,Royal Brunei Airlines,5,"""Horrific experience""",
16984,Royal Brunei Airlines,1,"""their response was nothing short of appalling""",
16985,Royal Brunei Airlines,1,"""directing my custom elsewhere""",
16986,Royal Brunei Airlines,1,"""failed to show any understanding""",
16987,Royal Brunei Airlines,2,"""I have to request that when I booked""",
16988,Royal Brunei Airlines,1,"""the best long haul flight""",
16989,Royal Brunei Airlines,1,"""good and comfortable airline""",
16990,Royal Brunei Airlines,4,"""Misleading and poor service""",
16991,Royal Brunei Airlines,6,"""ability to provide better""",
16992,Royal Brunei Airlines,9,"""staff could not be faulted""",
16993,Royal Brunei Airlines,5,"""Budget (at best) in actuality""",
16994,Royal Brunei Airlines,9,"""definitely worth the extra""",
16995,Royal Brunei Airlines,8,"""good feeling when flying RBA""",
16996,Royal Brunei Airlines,9,"""definitely fly them again""",
16997,Royal Brunei Airlines,5,"""never fly this airline again""",
16998,Royal Brunei Airlines,6,"""crew were warm and welcoming""",
16999,Royal Brunei Airlines,1,"""comfortable travel experience""",
17000,Royal Brunei Airlines,1,"""staff were so polite and pro-active""",
17001,Royal Brunei Airlines,5,"""lack of consistency disappointing""",
17002,Royal Brunei Airlines,9,"""Delightful experience overall""",
17003,Royal Brunei Airlines,1,"""all for a reasonable price""",
17004,Royal Brunei Airlines,1,"""handling a delayed flight""",
17005,Royal Brunei Airlines,9,"""value for money """,
17006,Royal Brunei Airlines,1,"""thoroughly enjoyed my flight""",
17007,Royal Brunei Airlines,6,"""respectful and courteous""",
17008,Royal Brunei Airlines,8,"""satisfied with the service""",
17009,Royal Brunei Airlines,8,"""had a pleasant experience""",
17010,Royal Brunei Airlines,7,"""good value for money""",
17011,Royal Brunei Airlines,4,"""wouldn't travel this airline again""",
17012,Royal Brunei Airlines,6,"""comfortable and clean enough""",
17013,Royal Brunei Airlines,3,"""no RBA ground staff to be seen""",
17014,Royal Brunei Airlines,4,"""not choose to fly RBA again""",
17015,Royal Brunei Airlines,1,"""I wanted to say thank you""",
17016,Royal Brunei Airlines,8,"""good deal - if you have flexible plans""",
17017,Royal Brunei Airlines,9,"""Can't fault the airline""",
17018,Royal Brunei Airlines,8,"""food was good and filling""",
17019,Royal Brunei Airlines,5,"""flew due to cheap costs""",
17020,Royal Brunei Airlines,8,"""cabin attendants polite and welcoming""",
17021,Royal Brunei Airlines,1,"""why do they mislead customers""",
17022,Royal Brunei Airlines,9,"""staff are ultra attentive""",
17023,Royal Brunei Airlines,9,"""B787 a wonderful aircraft""",
17024,Royal Brunei Airlines,8,"""really cheap and not that bad""",
17025,Royal Brunei Airlines,7,"""hard to criticise""",
17026,Royal Brunei Airlines,7,"""incredibly low price""",
17027,Royal Brunei Airlines,5,"""didn't handle this well at all""",
17028,Royal Brunei Airlines,9,"""economical full service airline""",
17029,Royal Brunei Airlines,7,"""not a premium service""",
17030,Royal Brunei Airlines,8,"""the food was excellent""",
17031,Royal Brunei Airlines,1,"""ticket costs represented value""",
17032,Royal Brunei Airlines,6,"""very basic airline""",
17033,Royal Brunei Airlines,9,"""the best deal on the market""",
17034,Royal Brunei Airlines,9,"""a straightforward airline""",
17035,Royal Brunei Airlines,8,"""staff friendly and helpful""",
17036,Royal Brunei Airlines,9,"""enjoyed all aspects of the flight""",
17037,Royal Brunei Airlines,1,"""Absolutely great""",
17038,Royal Brunei Airlines,9,"""Boeing 787 seat comfortable""",
17039,Royal Brunei Airlines,9,"""great value for money""",
17040,Royal Brunei Airlines,8,"""a nice way to fly""",
17041,Royal Brunei Airlines,1,"""cabin crew best I have encountered""",
17042,Royal Brunei Airlines,9,"""service was genuine, unsophisticated""",
17043,Royal Brunei Airlines,9,"""service was friendly and food excellent""",
17044,Royal Brunei Airlines,7,"""a good experience but basic""",
17045,Royal Brunei Airlines,2,"""will not be using this airline again""",
17046,Royal Brunei Airlines,9,"""seats were spacious"" ",
17047,Royal Brunei Airlines,9,Royal Brunei Airlines customer review,
17048,Royal Brunei Airlines,8,Royal Brunei Airlines customer review,
17049,Royal Brunei Airlines,7,Royal Brunei Airlines customer review,
17050,Royal Brunei Airlines,9,Royal Brunei Airlines customer review,
17051,Royal Brunei Airlines,1,Royal Brunei Airlines customer review,
17052,Royal Brunei Airlines,9,Royal Brunei Airlines customer review,
17053,Royal Brunei Airlines,7,Royal Brunei Airlines customer review,
17054,Royal Brunei Airlines,1,Royal Brunei Airlines customer review,
17055,Royal Brunei Airlines,9,Royal Brunei Airlines customer review,
17056,Royal Brunei Airlines,1,Royal Brunei Airlines customer review,
